rc_number,company_name,registration_date,first_invoice_date,days_to_first_invoice,bank_account,address,invoice_amount,director_bvn,is_fraud
RC227642,"Ekwueme, Okonkwo and Abiola",2019-01-31,2024-02-07,1833,SLTQ73882966611926,"63322 Ekwueme Springs Suite 957
Lake Julietview, MP 67053",3311860.89,57749140042,0
RC270369,Eze PLC,2022-06-03,2024-03-26,662,QEDI97387046154957,"Unit 6707 Box 6538
DPO AA 36372",164028.04,14528726446,0
RC891453,Adeyemi Inc,2025-10-13,2026-03-26,164,NLVN21842125114546,"14587 Ojo Dale Suite 883
North Benjamin, FM 22698",4714892.51,24472060285,0
RC977010,Akinwale Ltd,2026-03-03,2026-04-30,58,MOPA04005195543038,"80967 Cornelius Valley Apt. 359
Adeyemiside, UT 95659",4164477.24,27791235164,0
RC778252,Chukwu-Abiola,2020-09-26,2021-10-09,378,HMTJ47445534888057,"1249 Akinwale Rue Apt. 318
West Stephenport, NH 88481",1459694.28,97601145900,0
RC952868,Eze-Balogun,2025-10-28,2026-01-29,93,FCKS29697446326360,"197 Deborah Manor
Okafortown, NC 33551",2392408.24,13281146118,0
RC856448,Okonkwo-Balogun,2019-03-05,2024-10-05,2041,WWNR33435049242801,"0543 Adeyemi Spring
Chukwuchester, CO 21629",2873279.46,79813352998,0
RC597459,Balogun LLC,2020-08-18,2023-07-06,1052,CFJD01986104962107,"0013 Okafor Drive Apt. 261
New Gloriaport, TN 72155",4271130.8,18660092043,0
RC809455,"Ojo, Eze and Chukwu",2019-05-06,2025-04-27,2183,YORW67640049092514,"115 Comfort Points
New Angela, ME 43853",3175432.58,53195176763,0
RC919773,"Balogun, Obi and Obi",2023-02-21,2024-12-31,679,GWHN79337513104800,"7127 Philip Neck
Gabrielfurt, GA 26565",284856.1,68447320085,0
RC832601,Okonkwo-Nnamani,2021-01-27,2024-02-27,1126,OWXC22840603001824,"165 Adeyemi Locks Apt. 129
Obiville, OR 56978",2815022.92,95616317593,0
RC301903,Ojo-Eze,2016-06-20,2021-04-18,1763,PJCU40368775894935,"938 Obasanjo Orchard Suite 130
West David, MN 51928",3243652.59,30120821931,0
RC386828,"Okonkwo, Okonkwo and Ekwueme",2025-09-07,2025-09-26,19,VKIX86057096953870,"532 Faith Parkways Suite 262
Uchemouth, MD 27305",2793889.08,05631440233,0
RC689944,Oshodi-Oshodi,2017-02-24,2023-10-26,2435,YFDN41862272538665,"47825 Mark Burgs
Okaforville, TX 84660",4836512.66,72148380303,0
RC712677,"Akinwale, Adetokunbo and Oyekan",2017-02-02,2021-12-23,1785,GPTR41814922734165,"999 Juliet Trafficway Suite 700
East Comfort, WY 72194",2811973.77,35972318482,0
RC653843,Okonkwo LLC,2022-01-25,2024-11-30,1040,WTHY48974688637724,"41355 Eze Extension Suite 714
Deborahborough, NC 97613",3105312.86,58203802319,0
RC418640,Okonkwo Group,2017-09-23,2023-09-04,2172,CIYO90965601401957,"7858 Patience Stravenue
Ekwuemeberg, KY 49868",2106711.49,30721561620,0
RC726215,Okafor-Eze,2017-11-19,2019-06-22,580,GQMS65873486902478,"9980 Grace Heights Suite 381
South Victoria, GU 63243",2498306.39,00882230194,0
RC680315,"Ekwueme, Okafor and Okonkwo",2024-06-09,2025-01-12,217,WMRM01132448467418,"PSC 3959, Box 4405
APO AP 74082",814484.61,07491982987,0
RC667992,Adetokunbo-Ekwueme,2017-12-01,2025-12-29,2950,ZGCL63816001784020,"19511 Angela Station Apt. 395
New Nathanielside, KS 80479",1527653.52,93069309083,0
RC586741,Obi-Ojo,2017-06-12,2018-06-21,374,FUKQ53695062465923,"45403 Okafor Mountain
New Agnesfurt, RI 79447",4717471.81,14520275555,0
RC172696,Ojo-Eze,2016-06-06,2022-01-02,2036,MMJJ71376043094264,"76262 Adeyemi Place
North Gloria, TN 10313",3572196.27,16179116444,0
RC579926,Balogun-Ojo,2024-10-11,2025-09-18,342,VRFE77608933874524,"7983 Hope Circle Suite 393
Akinwaleburgh, WY 46416",249016.34,83456403226,0
RC823484,Obi PLC,2019-05-11,2019-09-12,124,DDRN71368970599090,"67681 Akinwale Estate
North Patienceport, PW 81281",2172418.03,73008335973,0
RC892010,Balogun and Sons,2026-01-19,2026-03-18,58,SNRO10435409990388,"9355 Adeyemi Centers Apt. 863
Philipfort, CT 07130",2782744.33,93913300166,0
RC918791,Uche-Okafor,2024-01-06,2025-08-07,579,JAVU29311681579043,"4976 Philip Forges Suite 947
New Stephen, UT 92636",3203759.79,59034974651,0
RC732186,Obasanjo-Nnamani,2024-10-19,2025-09-22,338,DJSA74296347238162,"764 Ojo Place
West Agnes, MA 29773",4436683.4,69412471972,0
RC847884,Ekwueme-Akinwale,2021-11-11,2023-03-30,504,BNKG43255585084219,"9712 Ruth Landing Apt. 455
Lake Agnes, IL 25931",510620.11,99865425078,0
RC895588,Akinwale-Oshodi,2022-07-17,2024-05-31,684,FVAD48636938510434,"259 Deborah Square
South Mary, CO 92964",831372.91,91389176410,0
RC258525,Nnamani-Ojo,2023-02-24,2024-10-17,601,FZHM11854495549344,"PSC 2532, Box 8780
APO AA 75253",2021724.7,67176460580,0
RC983039,Obasanjo PLC,2021-02-02,2026-03-01,1853,CYHL35417812860435,"5587 Esther Ferry Apt. 775
Port Simonfort, ND 25991",3667421.45,81107559723,0
RC489123,Abiola-Uche,2025-08-14,2025-11-08,86,BKXG99089972743873,"PSC 0886, Box 1604
APO AP 89746",4694466.06,23639123173,0
RC965368,"Okonkwo, Akinwale and Ogunleye",2020-06-09,2021-04-17,312,IEIE10652974794393,"441 Mary Islands
Estherfurt, WI 45992",1668474.02,40538644842,0
RC870760,Balogun-Balogun,2021-06-25,2022-12-10,533,RCJQ99212858681485,"0766 Gabriel Neck Apt. 797
Markland, VT 48292",3249698.83,59420692212,0
RC367472,Ojo PLC,2025-04-04,2026-02-07,309,HYTU83155286269674,"5831 Olawale Road Apt. 482
East Samuel, ID 55335",2449295.18,48165200416,0
RC481526,"Nnamani, Adeyemi and Abiola",2018-06-15,2025-04-09,2490,RUMI72369389985777,"352 Oshodi Flat
Benjaminmouth, MP 60091",3087959.0,15701724988,0
RC921250,Obasanjo-Ekwueme,2024-08-16,2024-09-01,16,OJOS70751745703953,"339 Juliet Avenue
East Philipside, MO 29486",2422758.23,59258131738,0
RC924720,Adeyemi-Ekwueme,2018-11-22,2023-12-31,1865,HZHH24211440042781,"69407 Joy Views
New Comfort, AZ 56188",3515621.65,55772450471,0
RC941024,Okonkwo-Obi,2025-04-03,2025-06-19,77,VHRZ08258483444010,"0846 Chukwu Street Suite 738
Joyburgh, IA 68755",3363491.7,55333256271,0
RC723675,Ojo-Akinwale,2019-02-01,2022-05-22,1206,IQCM02052940454327,"9035 Chukwu Stravenue Suite 554
Ojoborough, NY 17612",3494923.72,57399143539,0
RC381066,"Eze, Nnamani and Eze",2022-01-29,2023-04-03,429,ZJGK11223486820205,"857 Benjamin Village Apt. 475
Michaelmouth, TN 77152",3790381.58,16318105767,0
RC904265,Ekwueme Ltd,2019-09-11,2022-05-06,968,YUOQ37922962596878,"7037 Philip Port Suite 911
Adetokunbomouth, MI 50165",696269.87,78483692214,0
RC809386,"Ekwueme, Abiola and Oyekan",2023-03-03,2024-04-15,409,RSKE83076172601075,"5405 Uche Manors
East Gloriamouth, NJ 42763",817216.13,55671073323,0
RC222441,"Nnamani, Oyekan and Ekwueme",2022-05-18,2023-12-25,586,WQJW23436605884414,"Unit 2409 Box 1119
DPO AE 83000",3827871.39,96706051135,0
RC482556,"Olawale, Akinwale and Adeyemi",2018-06-22,2023-11-09,1966,PYJY56747825710761,"45831 Deborah Valley Apt. 793
Ojofurt, WV 19923",359504.83,64550555944,0
RC833049,"Oyekan, Oshodi and Okafor",2022-04-14,2023-04-10,361,PWFS04530645698950,"547 Ekwueme Mountain Suite 642
Abiolabury, RI 41724",2681504.84,95992878031,0
RC344593,Ibrahim-Balogun,2017-03-20,2018-07-06,473,KNOE56812486391226,"29336 Faith Rest Suite 671
West Gloriaville, AR 44512",2176608.77,26910864091,0
RC408072,"Eze, Adeyemi and Oyekan",2021-06-03,2026-01-14,1686,LZSM84858503480528,"4875 Nnamani Branch
Obibury, VT 54560",55161.12,09284273700,0
RC794465,Akinwale-Abiola,2025-07-30,2025-09-11,43,LXFC53973582162466,"Unit 3532 Box 1470
DPO AP 52833",3142080.27,90727504277,0
RC689407,Adetokunbo and Sons,2019-06-12,2020-08-21,436,PUIH29687988575738,"Unit 4632 Box 3245
DPO AA 93461",1798627.19,13062958686,0
RC405378,Nnamani-Okafor,2022-05-08,2022-11-20,196,YPIZ18996831857725,"8998 Angela Lights Suite 625
Port Mary, MP 94114",3338173.97,05460773192,0
RC619502,Obi-Okafor,2021-03-10,2024-11-21,1352,RGCM52080721323333,"99007 Peter Locks Apt. 496
Port Jamesberg, PA 70856",4265195.54,40009167997,0
RC364438,"Chukwu, Olawale and Adetokunbo",2025-11-10,2026-02-18,100,YMMB82289701849977,"08150 Faith Circles
Chukwuberg, UT 89918",3710604.64,30499379820,0
RC567504,Olawale-Obasanjo,2021-12-07,2025-04-01,1211,DNQI48361950122247,"60397 Chukwu Ramp
West Michael, KY 64342",4152835.15,37846948646,0
RC739407,"Balogun, Okonkwo and Nnamani",2016-08-17,2025-10-30,3361,WVAN42476577125542,"586 Joseph Loop Suite 950
Charityville, CA 94886",1731080.26,92961651383,0
RC648203,Adeyemi-Adetokunbo,2023-03-19,2025-11-03,960,MNTZ13339264116989,"04662 Ojo Villages
Danieltown, MI 56936",2875502.7,87473960498,0
RC772793,"Ibrahim, Olawale and Oshodi",2017-04-14,2025-12-06,3158,JVHJ68737882184383,"3636 Oyekan Village Suite 485
Abiolamouth, TX 63084",2575756.92,05723980412,0
RC769154,"Chukwu, Uche and Nnamani",2022-08-03,2024-11-18,838,LNIY76966717373897,"Unit 3107 Box 5570
DPO AA 51058",3193773.0,51480275377,0
RC220180,Akinwale Inc,2025-06-01,2025-09-19,110,TOKO41526073613031,"522 Ibrahim Camp
Victoriaberg, RI 43517",3299933.75,35869242148,0
RC189026,Chukwu PLC,2022-04-05,2024-03-22,717,JEBT11041623722584,"936 Patience Port Apt. 402
Ekwuemehaven, SC 16452",3867908.56,55159856086,0
RC510837,Nnamani and Sons,2022-01-28,2022-09-11,226,EPIA88174256654512,"1134 Cornelius Hill
Lake Samuel, HI 91643",4842879.19,97006371681,0
RC294039,Olawale-Nnamani,2020-06-17,2024-11-24,1621,RLWL59110000005757,"2961 Angela Prairie Suite 944
Julietport, OH 95443",1634770.74,45321391108,0
RC654130,Balogun Inc,2022-10-14,2022-11-20,37,LUVW85091624382346,"4115 Oshodi Turnpike
East David, FM 44643",2912033.87,17412572157,0
RC265692,Ogunleye-Oshodi,2019-11-03,2022-08-21,1022,UEUE84812869195600,"0787 Adetokunbo Ports Apt. 305
Lake Gloriatown, CA 67527",1564101.09,69691472620,0
RC242429,Ibrahim-Ibrahim,2017-09-18,2018-04-12,206,HMKY12626315897190,"USS Abiola
FPO AE 32011",3960793.18,86599617278,0
RC378533,"Ogunleye, Eze and Obasanjo",2018-09-26,2023-03-22,1638,JOOD98303063117603,"63755 Ogunleye Street Apt. 093
East Simonburgh, NE 41238",4489004.44,85488145862,0
RC581818,Balogun-Adeyemi,2018-11-24,2024-03-19,1942,JGLI13633061817784,"116 Chukwu Terrace
Port Sarah, PR 31011",3107207.47,61373787461,0
RC776308,"Adeyemi, Ojo and Obi",2019-09-26,2023-02-23,1246,ORNI58239833837525,"57097 Uche Terrace
East Hope, FM 81960",2992580.58,78233911637,0
RC226250,Ogunleye Ltd,2021-02-21,2023-11-22,1004,SHUA77494904155153,"181 Joseph Heights
South Danielfurt, ME 89951",1761160.15,60986969565,0
RC375674,"Ogunleye, Ogunleye and Nnamani",2023-03-26,2026-01-20,1031,CEJO82110388548355,"418 Eze Rue Apt. 908
North Benjaminton, TN 01978",4863558.53,78822353589,0
RC764558,Obasanjo Ltd,2017-07-23,2018-05-20,301,WYYE70462105190097,"9778 Ogunleye Way Apt. 187
Lake Benjaminland, VA 31486",342098.14,45021834487,0
RC815117,Olawale-Balogun,2024-08-09,2025-02-18,193,RTAV85634982470189,"7518 Michael Viaduct
New Michaelland, PR 90016",3602366.31,50735531203,0
RC849906,Abiola Inc,2019-11-07,2022-02-28,844,EWHD11139330619418,"16780 Olawale Unions Suite 791
New Joystad, NM 48736",3190483.02,43280920992,0
RC280192,Eze-Okafor,2023-11-01,2025-04-25,541,EEPK25743017835710,"28066 Hope Garden Apt. 082
Peaceville, PW 87910",1987118.91,65251340185,0
RC706740,Olawale PLC,2023-10-28,2025-09-10,683,USWY14109628160103,"087 Ogunleye Place Apt. 535
Okaforton, VA 39419",723065.17,72737776853,0
RC998598,Balogun Ltd,2025-04-24,2026-01-13,264,RNUU83639826323832,"11690 Eze Track
Lake Samuel, WV 48927",2853989.88,94471084645,0
RC571998,Nnamani Ltd,2017-08-21,2022-06-29,1773,TTCW61529071960930,"23471 Gabriel Ridge
New Juliet, IL 97868",2201263.51,25484970612,0
RC116509,Adetokunbo Group,2017-12-03,2024-02-29,2279,RZEJ66909104466943,"5944 Deborah Summit
South Paul, DE 31520",3740858.76,28747623781,0
RC143139,Uche Ltd,2024-03-17,2025-01-06,295,PWQF47630528773460,"190 Patience Courts
Lake Davidchester, RI 33973",4855075.63,04072060822,0
RC131567,Nnamani-Abiola,2023-06-14,2024-02-20,251,JTCH75542782467772,"96853 Faith Terrace
South Philipport, IL 18752",1061305.38,94530341086,0
RC641846,"Balogun, Adetokunbo and Ekwueme",2020-12-31,2023-06-04,885,TZGQ82101570841015,"5063 Adetokunbo Corners Suite 133
Port Sarahmouth, MD 45382",1879766.45,39953184057,0
RC650181,Obasanjo LLC,2021-09-12,2024-10-02,1116,ZDKR64404748806535,"50191 Samuel Squares
New Markfort, MP 70905",2029202.19,72705525202,0
RC718462,Chukwu Group,2019-08-15,2021-07-04,689,SGBS06831054031811,"82427 Faith Garden Suite 059
Oyekanbury, GU 66965",1164358.8,97015613562,0
RC540571,"Nnamani, Chukwu and Ogunleye",2022-09-25,2025-07-26,1035,XVDD45045036505331,"PSC 5780, Box 5989
APO AP 97281",4562317.35,68677134715,0
RC617761,Uche Group,2018-06-12,2022-01-18,1316,PLLA25001051785709,"10954 Ojo Gateway Suite 608
Port Joy, FL 42302",809255.87,52612914885,0
RC135981,Abiola Ltd,2021-06-27,2021-12-08,164,OTAE18724980803659,"11914 Samuel Coves Apt. 207
North Stephenchester, CO 79710",3754137.65,38677188387,0
RC959128,"Oshodi, Olawale and Ibrahim",2023-06-27,2023-12-16,172,WQBW20329027768652,"2939 Deborah Passage Apt. 038
East Patience, MN 05428",1953220.67,03544832310,0
RC536882,"Akinwale, Obasanjo and Adetokunbo",2018-04-12,2026-01-01,2821,TNLL25157822462461,"USNS Akinwale
FPO AE 91411",4766224.86,69379473782,0
RC363649,Uche PLC,2018-12-21,2021-09-17,1001,LBXH27142617385335,"0108 Joshua Roads
Okaforside, GA 75429",566357.32,07267657427,0
RC562295,Okafor and Sons,2020-09-21,2021-05-30,251,NGAV94049833804457,"16946 Olawale Unions
New Michael, ID 75302",1272940.35,05926497864,0
RC866411,"Obi, Obasanjo and Abiola",2022-11-18,2025-10-11,1058,CYGZ75413982450569,"8764 John Dam
Philipfort, AK 57240",3544896.8,72642376899,0
RC201433,"Ojo, Obasanjo and Ogunleye",2018-01-28,2020-11-24,1031,RIRS16911831939286,"765 Grace Manor Apt. 712
Ojoborough, CO 56040",1169866.02,04166405963,0
RC474592,Obasanjo-Chukwu,2017-04-09,2019-07-10,822,HTHQ83154777577736,"84130 Adeyemi Harbors
Faithport, AS 37688",4590563.2,70611648141,0
RC484132,"Nnamani, Ekwueme and Akinwale",2024-05-26,2025-05-22,361,SQWS89112045735502,"PSC 0732, Box 6398
APO AE 40365",569705.11,94303484867,0
RC355160,Olawale Group,2025-07-03,2026-02-17,229,HCXB34915524036175,"9731 Adeyemi Overpass
North Faith, OH 98943",4994662.78,54663432223,0
RC438782,"Uche, Ekwueme and Ogunleye",2021-06-01,2021-08-20,80,DZXF93026688135145,"70136 Olawale Union Apt. 403
Abiolachester, TX 39855",1753171.48,18539209856,0
RC845876,"Ibrahim, Eze and Abiola",2021-06-26,2021-09-29,95,HGWM44033646225794,"57801 Michael Springs
West Sarahside, CT 95012",3970991.28,53466234570,0
RC823456,Oshodi PLC,2019-10-17,2021-07-13,635,LMFP63122102363753,"2825 Ojo Square Suite 549
Johnshire, GU 55959",2604544.68,93259461715,0
RC954575,"Olawale, Okafor and Nnamani",2024-01-17,2025-12-22,705,FKPT67400132432255,"9608 Esther Haven Suite 026
Josephborough, FL 64554",1669086.61,48241394496,0
RC615086,Akinwale and Sons,2023-05-14,2025-02-19,647,NWZM10947666872823,"7089 Balogun Manor Suite 195
North Angela, MN 91831",2985743.97,32271181068,0
RC488394,Nnamani-Okafor,2017-03-26,2023-06-27,2284,TJLK39819415987280,"637 Hope Oval Apt. 404
Oshodiside, VI 06406",4594764.93,50082787493,0
RC381523,Akinwale-Ekwueme,2019-04-09,2022-02-07,1035,IRHV19141657340432,"69831 Joshua Terrace
New Josephbury, PR 26186",1047627.64,08642522588,0
RC914459,"Ogunleye, Nnamani and Abiola",2023-06-02,2023-10-26,146,BEMV88171605472638,"PSC 1590, Box 4343
APO AE 59225",3549277.32,97165562629,0
RC740037,"Akinwale, Oshodi and Oshodi",2017-05-07,2023-02-27,2122,NOTM25407559336217,"43036 Okonkwo Dam Suite 424
Chukwuberg, OK 56168",4424067.73,45014646559,0
RC595436,Olawale Group,2025-12-24,2026-02-04,42,ASPB45233927769113,"49012 Mark Mills
Emmanuelton, FM 90727",4110163.28,78828832562,0
RC112390,Obasanjo-Adeyemi,2016-08-21,2019-05-16,998,ODIH47665065460047,"7105 Ibrahim Village
East Gloria, AL 21989",4031240.45,97506205766,0
RC695794,Ojo LLC,2022-09-10,2025-10-23,1139,XOKE09877067357723,"90272 Joshua Spurs
Nnamanichester, CT 46238",1775788.5,56452453944,0
RC596471,Balogun Group,2021-08-03,2021-11-16,105,ILYI77609783128298,"45387 Ojo Pass Apt. 647
East Mary, VI 64564",708590.93,73156198650,0
RC413760,"Adetokunbo, Ojo and Adeyemi",2019-09-26,2021-08-26,700,ILGM20642559324226,"PSC 5011, Box 9496
APO AP 61035",1632777.3,70807406114,0
RC838303,"Nnamani, Abiola and Oyekan",2018-03-28,2026-03-24,2918,DHUH32991286918442,"1251 Okonkwo Rapids Apt. 688
Paulfurt, NM 77195",2774952.8,56660674739,0
RC974954,"Olawale, Balogun and Adetokunbo",2017-12-24,2025-11-28,2896,NCBQ94851762339879,"PSC 6282, Box 7809
APO AE 26580",4175913.77,11412018503,0
RC105492,Oshodi-Balogun,2021-02-27,2021-04-11,43,ATZD51994675555370,"3047 Adetokunbo Forges
Julietbury, NH 50594",162628.81,87113931978,0
RC726702,Akinwale and Sons,2024-01-24,2025-01-23,365,MLPM50033005199361,"798 Agnes Gardens Suite 652
West Juliet, PW 32899",2141934.18,89018002052,0
RC690774,"Oshodi, Akinwale and Balogun",2025-03-28,2026-04-14,382,QZNX04892104738823,"981 Ruth Springs Suite 295
New Agnesmouth, NM 64376",2868212.62,16157347725,0
RC149874,Obi-Adeyemi,2017-08-13,2018-02-01,172,JFIC26949431237628,"Unit 0767 Box 1926
DPO AP 90177",1070535.77,83196960441,0
RC721149,Nnamani-Abiola,2022-01-25,2025-02-21,1123,WTVU64444614816117,"266 Sarah Centers Suite 363
West Danielstad, MS 06803",4214077.41,99083208650,0
RC176695,"Okonkwo, Obi and Balogun",2025-04-07,2026-04-01,359,GUPJ72992314607270,"780 Adeyemi Island
Balogunview, LA 20345",1394121.1,27111312128,0
RC214283,Ibrahim-Chukwu,2025-09-17,2025-09-19,2,DGUE30814688231009,"04796 Agnes Lodge
Lake Andrewmouth, KS 58423",2453973.2,13068418816,0
RC209516,"Uche, Okonkwo and Oshodi",2025-12-05,2026-01-01,27,XFTZ57725858874844,"266 Ogunleye Manors
Obasanjomouth, MI 46434",3149802.43,88483953014,0
RC702305,Ojo PLC,2017-06-22,2024-05-16,2520,PIJX68475087777052,"75201 Okafor Station Apt. 469
West Mark, KY 63100",802279.51,77388168986,0
RC333570,Balogun and Sons,2024-11-12,2025-09-18,310,PTHN11256683781201,"272 Simon Keys
West Glorialand, KS 74732",3317860.12,85720596752,0
RC904865,Adetokunbo LLC,2019-01-14,2020-03-26,437,XIPP63961358681561,"PSC 6445, Box 4904
APO AE 35059",2413318.97,32131881944,0
RC207768,Ekwueme-Okafor,2023-11-09,2025-12-10,762,FSSO08354787265319,"36569 Elizabeth Centers
South Michaelport, PR 10753",1394211.16,08705288391,0
RC651862,Ojo-Olawale,2022-08-13,2022-12-01,110,VOMJ30757032278898,"1366 Angela Falls Suite 512
Ibrahimport, NY 37529",2618133.21,15712382727,0
RC115155,Ibrahim-Oshodi,2019-01-19,2022-12-29,1440,REPF97940378890731,"PSC 5188, Box 7286
APO AE 00655",3942460.1,91214302562,0
RC892070,Ibrahim-Akinwale,2019-06-04,2020-09-27,481,SQZA71186314063444,"904 Andrew Passage Apt. 107
Port Stephenville, AS 92234",2148591.65,20215329139,0
RC702122,"Ibrahim, Adeyemi and Abiola",2021-10-30,2022-03-23,144,VAPL15510897327665,"67173 Balogun Cape Suite 298
Ucheport, TX 18301",4075125.77,65536545320,0
RC266376,Abiola-Ibrahim,2022-08-04,2024-06-25,691,JDAJ85863103095509,"591 Comfort Curve
Ogunleyehaven, TX 41225",372319.67,32484843731,0
RC434698,Oyekan Ltd,2025-02-09,2025-11-02,266,RDUA49733123587735,"2886 David Crossroad
Ezeview, WA 01188",2035602.23,19968919300,0
RC613781,"Okafor, Uche and Chukwu",2019-11-04,2020-11-20,382,TMEX93196948710273,"7168 Okafor Key
Ibrahimstad, PA 18816",2952773.27,03844308612,0
RC239062,Ibrahim LLC,2019-09-13,2025-01-25,1961,IKPQ63272095807944,"139 Okafor Plains
Lake Elizabethstad, CA 79805",2608376.96,67879979882,0
RC377584,Ojo and Sons,2017-08-17,2020-05-31,1018,XJIB19977778785484,"654 Peace Course
Adeyemichester, IL 27957",456301.98,62981247191,0
RC324202,Ekwueme-Adeyemi,2022-02-08,2022-07-06,148,YMPG39256072293495,"16329 Agnes Plains
Sarahchester, MN 36773",3569713.84,16922722015,0
RC242432,"Okonkwo, Oyekan and Eze",2025-11-20,2026-01-11,52,MUQH52910153262580,"659 Cornelius Tunnel
North Faith, PA 15963",971295.43,31047812445,0
RC707706,Ekwueme PLC,2020-03-28,2024-09-26,1643,RWCG71008790576044,"USCGC Oshodi
FPO AA 71548",2706518.17,36634834282,0
RC828409,Olawale-Uche,2022-05-16,2026-04-15,1430,IPRU27415783511972,"100 Chukwu Forges
Ezeside, MA 50509",1483362.27,27312584214,0
RC701824,Adeyemi-Obi,2016-08-12,2021-02-28,1661,DAQC72135902340582,"1013 Eze Manors
East Hopeview, NH 12818",4011828.21,88538347227,0
RC646935,Adetokunbo-Chukwu,2022-10-23,2024-06-05,591,KMIH84994462608083,"Unit 0127 Box 1560
DPO AE 91093",2468571.18,42443953403,0
RC959593,Okafor-Nnamani,2021-11-08,2026-01-21,1535,CIOJ86371630617323,"25447 Obasanjo Forge
West Danielbury, ID 87877",1587646.7,58395123324,0
RC972016,Oshodi and Sons,2025-02-25,2026-02-28,368,TZMG67362139823366,"77874 Elizabeth Estates
Ibrahimhaven, LA 10144",2852735.86,92538476299,0
RC759660,Olawale and Sons,2017-04-27,2020-11-22,1305,UUNR42482202581705,"3431 Deborah Expressway Apt. 792
Adeyemitown, WI 08173",105690.52,54945953173,0
RC491166,"Akinwale, Okonkwo and Olawale",2023-06-30,2023-11-01,124,ECQL26025107224636,"086 Charity Field
East Danielbury, OR 88244",1789221.54,72206092469,0
RC337331,Balogun PLC,2019-09-19,2024-08-27,1804,VTBN61251546606004,"713 Akinwale Dam
Adeyemimouth, MT 37836",4312137.96,35908677656,0
RC141533,Okafor Ltd,2021-06-19,2025-03-19,1369,AINN76708908302293,"91555 Balogun Ridges Apt. 035
Lake Peterville, NC 30341",3465910.68,16783084563,0
RC222308,"Olawale, Okonkwo and Eze",2026-02-19,2026-03-09,18,DFTV17948190663295,"4240 Akinwale Extensions Suite 677
Elizabethstad, MI 62266",4668903.45,94976392169,0
RC244848,Uche-Oshodi,2020-09-17,2024-03-20,1280,UUSN20311046485188,"89549 Olawale Light Suite 799
Port Esther, CA 82915",812814.04,26999178159,0
RC887038,Olawale Ltd,2024-03-22,2025-11-03,591,FUXS61206063291386,"8433 Chukwu Trail Apt. 762
Lake Agnes, CT 39406",2298289.0,92406246739,0
RC234712,Oyekan and Sons,2020-10-15,2025-08-25,1775,SXKN16788512516376,"95543 Ojo Village
Blessingville, LA 99225",1642671.91,86026516840,0
